,x,y,name,area,url,title,abstract,index
690,-0.0794,-0.1408,SNOWMASS21-CompF6_CompF0_kowalkowski_lyon-060,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF6_CompF0_kowalkowski_lyon-060.pdf,Open Quantum Systems Simulation for HEP,"Quantum simulation capabilities that will be available on quantum computing devices are useful throughout many areas of physics, including digital and analog simulations for quantum field theories, neutrino nucleus scatter studies, spin systems, improved QCD background predictions for collider experiments, non-abelian gauge symmetry, and even optimization, classification and combinatorics problems that appear in analysis. These devices promise to make these studies possible on reasonable timescales even for problems that scale exponentially. Eventually, these devices will allow direct observation of quantum processes within a controlled laboratory environment, or direct coupling of quantum sensors to computing for dark matter searches. New quantum",690
691,-0.1087,-0.1656,SNOWMASS21-CompF6_CompF0_Travis_Humble-071,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF6_CompF0_Travis_Humble-071.pdf,Letter of Interest to the Snowmass Topical Group on Quantum Computing,"The best scientific results come from enabling the largest group of scientists to test and evaluate these applications. This is accomplished by lowering the adoption barrier for quantum computing systems, which will require efforts to standardize interfaces with quantum computing systems for HEP applications. The international HEP community will demand testing and evaluation of quantum computing with transparent and reproducible approaches to ensure the highest quality results. Communal efforts must emphasize verification and validation of quantum computing for HEP specific applications through consensus on well-defined metrics and benchmarks. These research priorities will enable the HEP community to track the progress",691
692,0.2086,0.1994,SNOWMASS21-CompF6_CompF2-NF10_NF0-022,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF6_CompF2-NF10_NF0-022.pdf,Snowmass2021 - Letter of Interest IceCube and IceCube-Gen: Quantum Computing,": The IceCube Neutrino Observatory is a gigaton-mass neutrino detector deployed in the glacial ice of the South Pole. Within the next decade two extensions of the IceCube experiment are planned; first a densely packed array called the IceCube-Upgrade, followed by the sparsely packed IceCube-Gen2. As the size and precision of all programs on the scale of IceCube increase, the computational cost of simulation and data analysis becomes ever higher, challenging conventional capabilities. Within the next Snowmass period, it is expected that novel techniques based on quantum computing will come close to maturity. We highlight here what we consider to",692
693,-0.0837,-0.1154,SNOWMASS21-CompF6_CompF2-TF10_TF6-047,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF6_CompF2-TF10_TF6-047.pdf,Snowmass LOI: Front-form calculations on near-term and far-future quantum,"Snowmass LOI: Front-form calculations on near-term and far-future quantum computers. Primary Contact: Peter J. Love, Tufts University (Peter.Love@tufts.edu) Hugo Beauchemin, Tufts University (Hugo.Beauchemin@tufts.edu) Stanley J. Brodsky, SLAC, (sjbth@slac.stanford.edu) Gary Goldstein, Tufts University (Gary.Goldstein@tufts.edu) William Kirby, Tufts University (William.Kirby@tufts.edu) Michael Kreshchuk, Tufts University (Michael.Kreshchuk@tufts.edu) Guy F. de Teramond, University of Costa Rica, (gdt@asterix.crnet.cr) James P. Vary, Iowa State University (jvary@iastate.edu) Over the last decade quantum algorithms for quantum simulation of electronic struc- ture have become accepted as the most promising early application of quantum comput- ing. They form a major focus of both Google and IBMs commercial efforts to construct a",693
694,-0.1085,-0.1197,SNOWMASS21-CompF6_CompF2_Pascuzzi-124,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF6_CompF2_Pascuzzi-124.pdf,Quantum Pattern Recognition for Tracking in High Energy Physics,"repeated gates commonly used in HEP applications to establish a path towards dedicated circuit design and hardware implementation for HEP applications with as few gates as possible. This would improve performance by minimizing the impact from noisy circuits. The proposed research consists of two-step processes: 1) identification and implementation of available quantum gates for use in track reconstruction; and 2) optimization of the gates for dedicated circuit designs. For track reconstruction, an example of a potential approach using variational circuits is the Variational Quantum Eigensolver (VQE) [12]. The VQE tries to find the lowest-cost state by applying different tunable parameters",694
695,-0.1048,-0.0849,SNOWMASS21-CompF6_CompF2_yannick-meurice@uiowa.edu-006,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF6_CompF2_yannick-meurice@uiowa.edu-006.pdf,Tensor Networks in High Energy Physics,"calculations is a long term objective that would have a significant impact on collider data analysis. Applying a QCD Hamiltonian on a Hilbert space for quarks and gluons greatly exceeds what can be accomplished with high performance computers. New approaches are direly needed to overcome these obstacles. QFTs have also been essential for quantum gravity (QG). Since the proposal of AdS/CFT correspondence by Maldacena, certain QFTs are believed to be dual to quantized gravity the- ories in one (or more) higher dimensions. Despite the tremendous progress, new perspectives are needed for a more systematic and detailed understanding. Indeed, recent studies",695
696,-0.103,-0.1469,SNOWMASS21-CompF6_CompF3-106,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF6_CompF3-106.pdf,Towards the Scalable Quantum Machine Learning,"perparameters can be intractably large which can only be resolved by the approximate optimization methods. Such hyperparameter optimization procedures, although studied extensively in classical machine learning community [4], to our best knowledge, has not been addressed much in the quan- tum machine learning community. Therefore, it is desirable to have a tool set to bridge the concept from classical ML into the quantum domain. For example, it is possible to incorporate the Bayesian methods in the optimization routine or it is also possible to treat the optimization as a black-box model and train a reinforcement learning (RL) agent to find",696
697,-0.1056,-0.1331,SNOWMASS21-CompF6_CompF3-EF1_EF10_Sau_Lan_Wu-037,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF6_CompF3-EF1_EF10_Sau_Lan_Wu-037.pdf,Page 1​ ​ of ​2,"development of quantum machine learning for HEP to provide scalable quantum codes and tools for future HEP analysis. ​ ​ of ​2 Page 2 Using 10 qubits on the IBM gate-model quantum computer simulator and hardware, we have obtained early results of employing the quantum variational algorithm [1] and quantum kernel algorithm [1]. With small training samples of 100 events, the quantum algorithms perform similarly to classical algorithms such as SVM (support vector machine) and BDT (boosted decision tree), which are often employed in LHC physics analyses. We would like to further improve the quantum machine learning algorithms, to achieve",697
698,0.2402,-0.2044,SNOWMASS21-CompF7_CompF0-EF10_EF0-CF1_CF3-CommF4_CommF5_Caterina_Doglioni-048,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF7_CompF0-EF10_EF0-CF1_CF3-CommF4_CommF5_Caterina_Doglioni-048.pdf,Snowmass2021 - Letter of Interest The ESCAPE Dark Matter Test Science Project,"final output of each workflow will be individual experimental curves to be interpreted in terms of dark matter particle properties. The pipelines will also be designed so that they can ultimately automatically (re)produce this kind of plots with new models. Another objective of this TSP is to support the creation of a collection of versioned repositories for experimental results as well as for theory predictions and interpretations. We will implement this service by making available experimental data, results and their interpretations discoverable through the ESCAPE Science Analysis Platform. Another objective of this TSP is to catalogue and create new resources",698
699,-0.0134,0.0515,"SNOWMASS21-CompF7_CompF0-NF6_NF0_Rob_Fine,_Ben_Messerly-087",CompF,"https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF7_CompF0-NF6_NF0_Rob_Fine,_Ben_Messerly-087.pdf",Data Preservation at MINERvA,"it enables parallel development of distinct reconstruction publicly available and we encourage its adoption by other techniques and decentralizes the production of analysis neutrino experiments. tuples. The MINERvA analysis program has reached a level of maturity at which we can now summarize the re- Using the methods provided by the MAT, writing event construction for a broad variety of final states in a unified loops is straightforward. Within the loop over a ROOT analysis tuple. This structure will support a large num- tuple, there is a loop over systematic universes. In each ber of analyses using a smaller disk footprint",699
700,-0.1563,-0.0008,SNOWMASS21-CompF7_CompF0_Matthew_Feickert-107,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF7_CompF0_Matthew_Feickert-107.pdf,Long Term Reproducibility and Sustainability of Scientific Software,"This Early Career Letter of Interest focuses on the importance of having reproducible and sustainable software for improving the physics of the HL-LHC era, but is not limited to only larger collaborations. The existing efforts in particle physics to improve reproducibility and sustainability are mentioned, and known upcoming challenges are discussed. Recommendations for improving the outlook of the field’s software are given. Introduction Improving the reproduciblity and sustainability of software in the broader high energy physics (HEP) community is a challenge that affects all areas but disproportionately impacts early career researchers. The code that is developed for analyses is created",700
701,-0.0501,-0.0461,SNOWMASS21-CompF7_CompF2_Dean_Howarth-125,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF7_CompF2_Dean_Howarth-125.pdf,"Performance, Portability, and Preservability for Strong Dynamics at the Exascale",": Strongly interacting quantum field theories present a unique challenge to physicists due to our inability to use perturbation theory to explore regions of interest. The standard, alternative approach used to investigate these theories is to discretise, then simulate them on a computer using importance sampling and Markov Chain dynamics. The prototypical example of such a theory is Quantum Chromo-Dynamics (QCD) and its discrete analogue Lattice Quantum Chromo-Dynamics (LQCD). In addition, Composite Higgs [1, 2] and Composite Dark Matter[3, 4] models are strongly interacting fields theories. All of them require large computational effort to extract data, which has led to",701
702,-0.1003,0.0299,SNOWMASS21-CompF7_CompF3-EF9_EF0-114,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF7_CompF3-EF9_EF0-114.pdf,Snowmass2021 - Letter of Interest Digging for elusive BSM with simplified models,"still very much in the dark as to which will be the best direction to take for future experimental and theoretical explorations. We therefore find it interesting and worthwhile to attempt a new approach to the quest for new physics at the LHC and beyond: instead of postulating BSM theories and then testing them one-by-one against the experimental data, we aim at identifying dispersed signals in the slew of published LHC analyses while at the same time building candidate “proto-models” from them in terms of simplified model spectra. Such proto-models may then be scrutinised further in dedicated analyses, help guide",702
703,0.0698,0.0725,SNOWMASS21-CompF7_CompF4_IceCube-035,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF7_CompF4_IceCube-035.pdf,Snowmass2021 - Letter of Interest IceCube and IceCube-Gen2 Long Term Preservation,": (must fit on this page) The IceCube Neutrino Observatory is a cubic kilometer neutrino detector deployed at the South Pole, focused on detecting GeV-EeV energy neutrinos. IceCube measures neutrinos by detecting the optical Cherenkov photons produced in neutrino-nucleon interactions. While data preserva- tion has received community attention and is fairly well served in IceCube, software and analysis preservation are newer topics that we are only starting to acknowledge. IceCube is also working through the challenges of releasing the entire software chain as open source. This presents issues for an international organization, with contributions funded by agencies from different countries",703
704,-0.0353,-0.1123,SNOWMASS21-CompF7_CompF5-CF0_CF0_Stephen_Bailey-111,CompF,https://www.snowmass21.org/docs/files/summaries/CompF/SNOWMASS21-CompF7_CompF5-CF0_CF0_Stephen_Bailey-111.pdf,Snowmass2021 - Letter of Interest The Need for a Cosmology Data Repository,": There is a need within the cosmology community for a Cosmology Data Repository, which curates cosmo- logically useful datasets and simulations from across experiments and funding agencies, and co-locates these data at a computing center capable of jointly processing them. This would provide a method for archiving these datasets beyond the funding lifetime of individual projects, and, equally importantly, facilitate joint analyses of these data. A prototype repository used by the DESI Legacy Imaging Surveys exists at NERSC; broader coordination with the cosmology community and other data centers would maximize its usefulness for future projects. 1 1 Introduction It",704
705,-0.2442,0.0934,SNOWMASS21-EF-RF-TF-IF-CompF-TOPIC0-003,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF-RF-TF-IF-CompF-TOPIC0-003.pdf,"From: FCC Physics and Experiments Design Study; M. Benedikt, A. Blondel, P. Janot, M. Mangano","The Future Circular Collider (FCC) physics, experiment and detector study groups are happy to get involved with the 2020-2021 Snowmass Study and welcome contributions from its participants. The FCC project is presented in the FCC CDRs [1][2][3][4], and in the contributions to the European Strategy [5][6][7][8][9][10] and in the recent physics workshop [11]. Further official FCC results, expected to be produced as time develops, will be summarized in one or several Snowmass contributions in 2021. A general introduction to the FCC is given in a recent Nature article [12]. The FCC project comprises a first step consisting of a high-luminosity",705
706,0.2301,-0.1021,SNOWMASS21-EF-TOPIC0-004,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF-TOPIC0-004.pdf,Detection of Hidden Sector Dark Matter at the LHC and Elsewhere,": We propose that probes of the hidden sector and of the possibility that dark matter may reside there in the form of dark neutralinos, dark Dirac fermions and dark photons and their possible detection at the LHC and elsewhere and their implications for naturalness in supersymmetry are relevant topics of study at Snowmass. Also relevant for such a study is self-interacting light dark matter, and ultralight dark matter in the hidden sector and particle physics models that may incorporate them. Detection of hidden sector dark matter from the study of long lived particles at the LHC: Supergravity models, and",706
707,-0.2435,0.1214,SNOWMASS21-EF-TOPIC0-007,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF-TOPIC0-007.pdf,CERN-FCC-PHYS-2020-0005,"We summarize the key results obtained by physics studies carried out for the FCC-hh Con- ceptual Design Report, documenting the existing tools and software framework that were developed. Indications are provided for further work, on physics performance and simu- lation software development, which could be a target for Snowmass 2021 studies of a pp collider at 100 TeV. The primary goal of this note is to inform about, and document, the ex- isting resources, to encourage coordination and collaboration building on the work already done. c 2020 CERN for the benefit of the FCC Collaboration. Reproduction of this article or",707
708,-0.2299,0.025,SNOWMASS21-EF0-014,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0-014.pdf,International Linear Collider: A Global Project,"A worldwide community of physicists and laboratories intends to realize a physics program of energy- frontier, electron-positron collisions with the International Linear Collider (ILC). The project would be hosted in Japan with participation from around the globe. Snowmass participants are strongly encouraged to participate in the ILC studies. Introduction Over the course of the past fifty years, the use of colliding beams has emerged as the technique of choice with which to access the highest possible energies achievable in the laboratory. Lepton (with electron- positron), and hadron (proton and antiproton) beams have provided complementary capabilities. Together these approaches have provided",708
709,-0.2502,0.2207,SNOWMASS21-EF0-016,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0-016.pdf,A selection of benchmark studies at FCC-ee,"The FCC-ee is a frontier Higgs, Electroweak, and Flavour factory, to be operated in a 100 km circular tunnel built in the CERN area. In addition to offering an outstanding and largely unique physics program, it serves as the first step of the FCC integrated programme towards 100 TeV proton-proton collisions in the same infrastructure. A selection of significant benchmark studies is proposed. The focus is on measurements that are either unique, or for which the high statistics of FCC-ee lead to the most demanding requirements on detector de- sign or on theoretical calculations. The ultimate goal is that experimental",709
710,-0.1731,0.1163,SNOWMASS21-EF0-023,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0-023.pdf,Proposal for Snowmass2021,": SUGRA/string models provide a framework for the extrapolation of particle physics phenomena from the electroweak scale to high scales such as the grand unification scale or the string scale. A common element in such high scale models is the prediction of sparticles which must be seen at colliders. However, the discovery of the Higgs boson mass at 125 GeV indicates that the size of weak scale SUSY is large and lying in the TeV region which in part explains the lack of observation of sparticles thus far. It is likely that HL-LHC with an optimal amount of data will",710
711,-0.1532,0.0367,SNOWMASS21-EF0-IF6-007,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0-IF6-007.pdf,Geant4 and fast simulations for physics and detector performance,"Geant4 and fast simulations for physics and detector performance studies for a 100 TeV collider M. Beydlera , S.V. Chekanova , A.V. Kotwalb , L. Grayc , S. Senb , N.V. Tranc , J. Proudfoota , C.-H. Yehe , S.-S. Yue , J. Zuzelskid a HEP Division, Argonne National Laboratory, 9700 S. Cass Avenue, Argonne, IL 60439, USA. b Department of Physics, Duke University, Durham, NC 27708, USA c Fermi National Accelerator Laboratory, Batavia, IL 60510, USA d Department of Physics, Michigan State University, 220 Trowbridge Road, East Lansing, MI 48824 e Department of Physics, National Central University, Chung-Li, Taoyuan",711
712,-0.11,-0.0647,SNOWMASS21-EF0_EF0-CF7_CF0-TF6_TF0-AF6_AF0-CompF2_CompF0-037,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0-CF7_CF0-TF6_TF0-AF6_AF0-CompF2_CompF0-037.pdf,Particle Colliders with Ultra-Short Bunches,": In this LoI, we discuss a staged experimental strategy towards realizing a novel concept for electron linear colliders. We believe that there is a new design strategy for such colliders using very short electron bunches with very strong bunch-bunch interaction. This proposal leads to a number of inter-related studies described in accompanying LoIs: on the accelerator physics of the production of ultra-short electron bunches [1]; on the possibility of a γγ collider based on ee bunch collisions producing supercritical electromagnetic fields [2]; on the basic theory of QED in the regime of extreme background fields [3], and on the",712
713,-0.1351,-0.0054,SNOWMASS21-EF0_EF0-IF0_IF0_Ties_Behnke_(ILD_group)-145,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0-IF0_IF0_Ties_Behnke_(ILD_group)-145.pdf,The ILD Detector for the ILC,"The International Large Detector, ILD, is a detector proposal developed for an electron-positron collider that starts operation as a Higgs factory, and then expands in energy to run near the top threshold and beyond. It has been optimised for the International Linear Collider, ILC. With its well developed infrastructure for simulation studies ILD is well prepared to support the Snowmass effort. 1. The ILD Detector The design of the ILD detector is driven by a list of requirements, which have been developed based on the main science topics for which this detector is going to be built [1]: • Impact",713
714,-0.1228,0.0566,SNOWMASS21-EF0_EF0-NF0_NF0-RF0_RF0-CF0_CF0-TF0_TF0-AF0_AF0-IF0_IF0-CompF0_CompF0-UF0_UF0-CommF0_CommF0-254,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0-NF0_NF0-RF0_RF0-CF0_CF0-TF0_TF0-AF0_AF0-IF0_IF0-CompF0_CompF0-UF0_UF0-CommF0_CommF0-254.pdf,Snowmass2021 - Letter of Interest Update of the Japanese Strategy for Particle Physics,"for future particle physics by endorsing the recommendations of the Committee on Future Projects in High Energy Physics. Since then there have been important developments in the field that include the formation of the ILC International Development Team to prepare the ILC Pre-Lab in Japan, gradual implementation of the HL-LHC project in MEXT’s Large Scientific Research Projects in Japan, the official approval and start of construction of the Hyper-Kamiokande, the beginning of the Belle II physics program at the newly operating SuperKEKB, and the recent update of the European Strategy for Particle Physics. Here we briefly summarize all these recent",714
715,-0.148,0.0848,SNOWMASS21-EF0_EF0-RF0_RF0_ATLASCollaboration-195,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0-RF0_RF0_ATLASCollaboration-195.pdf,Letter of Interest for Snowmass 2021 The ATLAS Collaboration,"Letter of Interest for Snowmass 2021 The ATLAS Collaboration Physics prospects with the ATLAS detector at the HL-LHC The ATLAS experiment is preparing for the next approved collider project: the High-Luminosity Large Hadron Collider (HL-LHC) at CERN, scheduled to begin operation in 2027. This new machine will collide proton beams at a center-of-mass energy of 14 TeV and is expected to deliver over 3000 fb−1 (3 ab−1 ) of integrated luminosity to ATLAS, an order of magnitude increase compared to that expected from the LHC at the end of Run 3 (2024). The luminosity increase presents a number of experimental",715
716,0.0009,0.2578,SNOWMASS21-EF0_EF0-TF0_TF0-138,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0-TF0_TF0-138.pdf,The effective theory of the see-saw portal at future lepton colliders,"Heavy Neutral Leptons (HNL) with masses around the electroweak scale are an inter- esting phenomenological possibility, since they can not only generate neutrino masses and the matter-antimatter asymmetry of the universe, but they are testable at col- liders and fixed target experiments via active-sterile mixing. Such HNL can be part of a larger sector, with the other states much heavier than the electroweak scale. In this case the physics is captured by the higher dimensional operators of the so-called νSMEFT. Interestingly, the effective operators can drastically modify the phenomenol- ogy of HNL, introducing new production and decay modes that can",716
717,-0.1426,0.0624,SNOWMASS21-EF0_EF0-TF0_TF0-AF0_AF0-235,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0-TF0_TF0-AF0_AF0-235.pdf,Energy Frontier BSM Wishlist,"Nima Arkani-Hamed1 , Tim Cohen2 , Nathaniel Craig3 , JiJi Fan4 , Zhen Liu5 , Patrick Meade6 , Isobel Ojalvo7 , Matthew Reece8 , Raman Sundrum5 , Chris Tully7 , and Lian-Tao Wang9 1 School of Natural Sciences, Institute for Advanced Study, Princeton, NJ, 08540, USA 2 Institute for Fundamental Science, University of Oregon, Eugene, Oregon 97403, USA 3 Department of Physics, University of California, Santa Barbara, CA 93106, USA 4 Department of Physics, Brown University, Providence, RI 02912 6 C. N. Yang Institute for Theoretical Physics, Stony Brook University, Stony Brook, NY 11794 7 Princeton University, Princeton, NJ 08540",717
718,-0.2069,0.1013,SNOWMASS21-EF0_EF0-TF0_TF0-AF0_AF0-244,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0-TF0_TF0-AF0_AF0-244.pdf,Beyond the Standard Model with High-Energy Lepton Colliders,"We propose an aspirational theory case underlining the physics potential of a high-energy lepton collider. Exploring the coverage of motivated scenarios for physics beyond the Standard Model and highlighting unique opportunities afforded by energetic lepton beams, we aim to identify energy and luminosity goals that would position such a collider as a natural successor to the LHC and proposed electron-positron Higgs factories. 1 The physics case for proposed electron-positron Higgs factories such as the ILC 1 , CLIC 2 , FCC- ee , and CEPC 4 is robust, demonstrating the clear potential to illuminate the properties of the Higgs 3",718
719,-0.2025,0.2001,SNOWMASS21-EF0_EF0-TF0_TF0-AF0_AF0_Wulzer-095,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0-TF0_TF0-AF0_AF0_Wulzer-095.pdf,Letter of Interest: Muon Collider Physics Potential,"We describe the plan for muon collider physics studies in order to provide inputs to the Snowmass process. The goal is a first assessment of the muon collider physics potential. The target accelerator design center of mass energies are 3 and 10 TeV or more [2]. Our study will consider energies ECM = 3, 10, 14, and the more speculative ECM = 30 TeV, with reference integrated luminosities L = (ECM /10 TeV)2 × 10 ab−1 [3]. Variations around the reference values are encouraged, aiming at an assessment of the required luminosity of the project based on physics performances. Recently,",719
720,-0.2021,0.1244,SNOWMASS21-EF0_EF0-TF7_TF0-AF4_AF3-IF0_IF0-CompF0_CompF0_Sergo_Jindariani-234,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0-TF7_TF0-AF4_AF3-IF0_IF0-CompF0_CompF0_Sergo_Jindariani-234.pdf,Muon Collider: solidifying the physics case,": Muon Colliders present a highly attractive future collider option due to their small size, high efficiency, and the potential to reach very high energies. In this Letter of Interest, we propose to benchmark performance of physics objects reconstruction in the Muon Collider environment using realistic beam and detector simulations. As part of the development, we propose to improve and advance the existing simulation tools in order to make them more accurate, efficient, and accessible for an average HEP user. We will then measure and parametrize properties (efficiency, resolutions, etc) of reconstructed leptons, jets, and missing energy, as well as",720
721,-0.1831,0.0756,SNOWMASS21-EF0_EF0_CLICphysics-170,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0_CLICphysics-170.pdf,The Compact Linear e+e− Collider (CLIC),"By providing e + e − collisions over the broad energy range 380 GeV to 3 TeV, the Compact Linear Collider (CLIC) provides excellent sensitivity to Beyond Standard Model physics, through direct searches and via a broad set of precision measurements of Standard Model processes, particularly in the Higgs and top-quark sectors. We strongly encourage the full consideration of multi-TeV lepton collisions as part of the Snowmass 2021 process. Energy Frontier Topical Groups: ∎ (EF01) EW Physics: Higgs Boson properties and couplings ∎ (EF02) EW Physics: Higgs Boson as a portal to new physics ∎ (EF03) EW Physics: Heavy flavor",721
722,-0.1247,0.0593,SNOWMASS21-EF0_EF0_Vachon-245,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF0_EF0_Vachon-245.pdf,Studies of anomalous quartic gauge boson couplings sensitivity at future colliders,"Studies of anomalous quartic gauge boson couplings sensitivity at future colliders. Brigitte Vachon∗ and John McGowan† McGill University, Montreal, Canada. Within the Standard Model(SM), the non-Abelian SU(2)×U(1) structure of the elec- troweak sector completely specifies the structure of the electroweak gauge boson self- couplings. As such, any deviations from this expectation could indicate the presence of new physics phenomena. The study of multiboson production therefore provides a unique approach to search for hints of new physics processes that may exist at higher energy scales. Possible new physics effects can be characterized in a model independent way within a SM Effective",722
723,-0.1839,0.0729,SNOWMASS21-EF1-033,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF1-033.pdf,1 Higgs Self-coupling Measurement at the 2 FCC-ee with the Energy Recovery Linac,6 We propose to study the potential for measuring the Higgs tri- 7 linear self-coupling with the Energy Recovery Linac (ERL) option at 8 FCC-ee. The ERL opens the possibility of running FCC-ee with a 9 center-of-mass energy up to 600 GeV with an integrated luminosity of 10 5 ab−1 after 5 years of running. Studies will be done with simple detec- 11 tor parametrizations in DELPHES. The impact of beam polarization 12 will also be studied. 13 1 Introduction 14 The detailed study of the Higgs sector of the Standard Model is one of the 15 primary goals of,723
724,-0.1787,-0.0281,SNOWMASS21-EF1-AF1-015,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF1-AF1-015.pdf,Short-Bunch Paradigm Laserless γγ Collider,". We propose to investigate a new paradigm for a γγ collider based on an e− e− collider with extremely short, cylindrical bunches and strong beam-beam interaction. In this regime, the beams emit beamstrahlung in the extreme quantum limit, producing a hard photon spectrum that, in principle, can be useful for physics. We plan to investigate this idea for applications to low-energy γγ collisions, a γγ Higgs factory, and a 30 TeV γγ frontier collider. I. INTRODUCTION In the study of future linear electron colliders, much attention has been given to the option of converting the electron beams to photons",724
725,0.0275,0.0224,SNOWMASS21-EF10-009,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF10-009.pdf,"Dark Photons, Kinetic Mixing and UV Scenarios","questions can only be addressed by examining the origins of the various components of this simple model within the context of a more complete theory. There are multiple paths for the construction of more UV-complete and phenomenologically inter- esting models based this low-energy theory. We have begun model building in two different directions to address the questions above (as well as others) and plan to continue this effort as part of the Snowmass process. Both of the approaches so far considered link the DP model, which is active at the ∼ GeV scale, to new physics at the (multi-)TeV scale",725
726,0.0967,-0.033,SNOWMASS21-EF10_EF0-CF1_CF0-TF7_TF9_Mariotti-070,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF10_EF0-CF1_CF0-TF7_TF9_Mariotti-070.pdf,Snowmass2021 - Letter of Interest Feebly interacting Dark Matter at colliders and Early,"explore the mechanisms under which it could have been produced in the early universe and how to probe its existence in current and future experiments. A popular paradigm is the so called WIMP (weakly interacting massive particle) where dark matter is a new particle interacting with the SM through a weak-like interaction. In this scenario DM is in thermal equilibrium with the SM in the early Universe and the relic abundance is obtained typically through the freeze-out mechanism. The WIMP scenario has a very rich phenomenology and, depending on the specific model, can be tested in direct/indirect detection experiments as",726
727,0.18,-0.0906,SNOWMASS21-EF10_EF0-CF1_CF0-TF9_TF0_Bibhushan_Shakya-253,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF10_EF0-CF1_CF0-TF9_TF0_Bibhushan_Shakya-253.pdf,Snowmass2021 - Letter of Interest Collider Signals of FIMP Dark Matter with,": We intend to study collider signals of feebly interacting massive particle (FIMP) dark matter. We focus on scenarios with low reheat temperatures where the mediator particle connecting the dark matter to the Standard Model is too heavy to be produced in the early Universe, but can be produced at the LHC. 1 We are interested in studying scenarios of dark matter freeze in, which are characterized by gradual production of dark matter particles via feeble couplings with the thermal bath 1 . Due to such feeble couplings, the collider phenomenology of such setups generally involve production of long-lived parent",727
728,-0.011,0.0959,SNOWMASS21-EF10_EF0_Armesto_LHeC_BSM10-180,EF,https://www.snowmass21.org/docs/files/summaries/EF/SNOWMASS21-EF10_EF0_Armesto_LHeC_BSM10-180.pdf,LHeC and FCC-he: Dark Matter (EF 10),"The LHC was originally envisioned as the ultimate machine to search for physics beyond the Standard Model at the TeV scale. Since electrons and quarks share only electroweak interactions, an electron-proton collider could allow to measure the same phenomena in a different environment with generally higher precision. It could add complementary search channels or lead to the discovery of a weak signal. The possibility of undiscovered New Physics (NP) below the TeV scale could thus be also addressed by the LHeC, to be operated when the LHC will be in its high luminosity phase, and its potential higher energy successor,",728
